Key,Description,Standard,pt-BR,zh-TW
SAY.Final.289.Ellie,,Huh..??? Miss?,... Hã..?? Dona?,蛤？？？小姐？？
SAY.Final.299.,,"{i}A dead man lies in front of me, and Miss holds the knife.{wc}I’m unable to say anything for a few moments.{wc}When I finally get my voice back, I can only stutter incoherent words, gesturing wildly between the person on the ground and Miss.","{i}Na minha frente, um homem morto, e Dona segura uma faca.{wc}Por uns momentos, não consigo pronunciar uma palavra.{wc}Quando finalmente recupero minha voz, apenas gaguejo palavras sem sentido, apontando alternadamente para a pessoa no chão e para a Dona.",{i}一具血淋淋的男屍體映入眼前。小姐手上拿著刀以那殘酷的眼神瞪著在她身前的那具屍體，彷彿在無聲地宣稱自己的勝利。{wc}沈重的空氣讓我的嘴巴出不了力。{wc}當我總算拾回自己的聲帶時，嘴中也僅能碎唸出毫無意義、片面的文字，慌慌張張地指著那具不堪的屍體以及對自己所犯下的罪毫無罪惡感的小姐。
SAY.Final.300.Miss,,Ah.. Ellie?,Ah.. Ellie?,啊......艾莉？
SAY.Final.302.Miss,,...You’re here early.{wc}Or I guess you’re finally here on time?,...Você chegou cedo.{wc}Ou será que finalmente chegou na hora certa?,......妳好像提早到了{wc}或是說妳總算準時到現場了呢......
SAY.Final.116.Ellie,,What... {wi}Are you okay? {wi}Did they -- {wi}why are you holding -- {wi}did you do this?{wc}No -- {wi}you can’t -- {wi}but -- {w=0.2}why? What-- {w=0.2}why would you do this? What did they do to you?,O que...{wi} você está bem? {wi}Eles... {wi}por que você está segurando... {wi}você fez isso?{wc}Não...{wi} você não pode... {wi}mas...{w=0.2} por quê? O que... {w=0.2}por que você faria isso? O que eles fizeram para você?,......啥{wi}妳，妳還好嗎{wi}他們—{wi}為什麼妳拿著—{wi}妳殺—殺了他嗎？{wc}不—{wi}這不可能—{wi}但為什麼—{w=0.2}為什麼？{w=0.2}妳會做幹出這樣的事？他們對妳做了什麼？
SAY.Final.92.Miss,,"I think you figured it out, so I’ll just answer your last question. What did this guy do to me?","Eu acho que você já descobriu, então apenas irei responder sua última pergunta. O que esse cara fez para mim?",我覺得妳好像自己看得出來了，所以我只幫妳回答妳最後的問題。剛剛那傢伙對我做了什麼？
SAY.Final.134.Miss,,Nothing.,Nada.,什麼都沒有。
SAY.Final.132.Miss,,"But he trafficked humans and laundered money (remember the jewelry store?). Hundreds of people -- children, teens, adults, 6 year olds and 30 year olds -- all assaulted in unthinkable ways. And all for a perception of luxury.","Mas ele traficava pessoas e lavava dinheiro (lembra-se da loja de joias?). Centenas de pessoas... crianças, adolescentes, adultos, pessoas com 6 anos, com 30 anos... todos violados de formas inimagináveis. E tudo por causa de luxúria.",但他專門經營人口販賣產業並且把錢洗得一乾二淨的（還記得中正珠寶店嗎？）。幾百位無辜的平民老百姓—包含兒童、青年、成年人、從六歲到三十歲的人都曾被他以無法想像的方法清害—一切都只為了他自己對於金錢利益的欲望。
SAY.Final.93.,,"{i}My legs give out, and I drop to my knees. I feel sick to my stomach.{wc}Thump, thump, thump... I can’t tell if it’s my heart or the apples around me.","{i}Minhas pernas fraquejam e caio de joelhos no chão. Sinto uma dor no estômago.{wc} Tum, tum, tum... eu não sei dizer se é o som do meu coração ou das maçãs colidindo ao meu redor.",{i}我的腳逐漸始不出力，痙孿著無法動彈。我無法接受小姐剛剛犯下的罪。{wc}碰碰碰......此時我也已經分不出到底是蘋果掉落一地的聲音還是自己的心跳聲。
SAY.Final.96.Miss,,What’s wrong? {wi}Is it too disturbing?,O que foi?{wi}É muito perturbador?,妳還好嗎？{wi}太過難以接受了嗎？
SAY.Final.97.Ellie,,"{s=15}...Of course, you... {/s}{s=30}...psychopath!","{s=15}...Claro que sim, sua...{/s}{s=30}...psicopata!",{s=15}當然...{/s}{s=30}...妳是個瘋子！
SAY.Final.98.,,{i}A beat of silence passes.,{i}Um momento de silêncio se passa.,{i}緊接而來的，是沉重的寧靜
SAY.Final.99.Miss,,"Oh~, my Ellie, you’re so innocent~! {wi}I loved that about you, you know?{wc}I love your innocence, your naive little mind, so so much. And your reaction now -- to think I was scared of showing you! You don’t know how much better this makes me feel.","Ah~, minha Ellie, você é tão inocente~! {wi}Eu amei isso sobre você, sabia?{wc}Eu amo muito sua inocência, sua pequena mente ingênua. E a sua reação agora... achar que eu teria medo de te mostrar! Você não sabe o quão bem isso me fez sentir.",歐～我可愛無辜的艾莉～{wi}妳的天真是我最喜歡妳的一點妳知道嗎？{wc}看來妳也以為我會怕讓妳知道我現在正在做的事情，但正好相反。讓天真無辜的妳述說自己內心必要的惡真的釋放了我剛剛緊張的情緒呢～
SAY.Final.139.Miss,,"Oh, the sickly sweet sight of such a young and gullible person wandering the world on their own... the innocence one can never get back, the moment of love and loss...","Ah, a visão doce e doentia de uma jovem tão influenciável vagando pelo mundo sozinha... a inocência que ninguém pode recuperar, o momento de amor e perda...",啊～看著一位天真無邪的女孩，無意間落入深淵無法返回從前的光景～
SAY.Final.142.Ellie,,"What... you... you’re sick...{wc}W-- wait... what do you mean “scared of corrupting me”?{wc}If this is what I was supposed to clean today, then have we been cleaning up after your crimes this entire time??","O que... você... você é doente...{wc}E espera aí... o que você quis dizer com ""medo de me mostrar”?{wc}Se isso é o que era para eu arrumar hoje, então quer dizer que estivemos limpando cenas de crimes seus esse tempo todo??",妳......真他媽有病！{wc}「不會怕我讓妳知道我現在正在做的事情」他媽是什麼意思？{wc}如果這是我們今天要清理的犯案現場，那我前幾次所清理的地點都是妳自己犯案過後的現場啊？？
SAY.Final.100.,,"{i}Miss opens her mouth to say something, but I cut her off.","{i}Dona abre a boca para falar algo, mas eu a interrompo.",{i}小姐彷彿想說什麼，但我立刻打斷他
SAY.Final.145.Ellie,,"The -- the jewelry replacements! Those were fake, weren’t they? And everything you had me do, just so people wouldn’t notice something went wrong.{wc}The ‘feud’ at the jewelry shop, that one clerk’s assurement that the jewelry was genuine, the atrocious 2 AM worktimes, the blood you convinced me wasn’t blood.{wc}It was all a lie...? {wi}These were all your own crimes?","A... a substituição das joias! Elas eram falsas, não eram? E tudo o que você me obrigou a fazer, só para que ninguém notasse que algo estava errado.{wc}A discussão na loja de joias, aquela afirmação da atendente de que a joia era verdadeira, os terríveis turnos às 2 da manhã, o sangue que você me convenceu de que não era sangue.{wc}Era tudo mentira...? {wi}Eram todos crimes seus?",那些珠寶替代品！那些都是贗品，對吧？還有那些我一切為妳所做的事，都是為了轉移其他人的注意力，以讓他們不要察覺到妳骯髒的罪行，對吧！{wc}那些妳曾說服我是咖啡渣的血跡以及其他妳曾經交待過我的{wc}全都是謊話！{wi}這些都是妳親手犯下的罪吧！
SAY.Final.102.Miss,,"You just noticed?{wc}Hahaha, you’re so cute. There’s more you haven’t observed yet.{wc}But yes, I guess some of what we’ve been covering have been ‘my’ crimes -- though they’re ours now, since you helped me cover them. Still valid crimes, if I do say so myself.","Você só percebeu agora?{wc}Haha, você é tão fofa. Ainda tem mais coisas que você não percebeu.{wc}Mas sim, acho que algumas das cenas nas quais trabalhamos foram de crimes ""meus"", embora eles agora sejam ""nossos"", já que você me ajudou a encobri-los. Ainda são crimes válidos, eu diria.",妳現在才發現？{wc}哈哈哈，妳還真是可愛。不過還有某些細節妳還沒觀察到呦～{wc}不過妳說得一點也沒錯，這些全都是我親手犯下的罪，但要說也是「我們」共同犯下的罪吧？
SAY.Final.103.Ellie,,"{s=15}...What do you mean, valid crimes?","{s=15}...O que você quer dizer com ""crimes válidos”?",{s=15}為什麼是「我們」？
SAY.Final.104.Miss,,"Oh, darling, haven’t you ever wondered why these places you’ve been cleaning up are interconnected?{wc}Or maybe you didn’t realize.","Ah, amada, você nunca pensou no porquê de todos esses lugares estarem conectados?{wc}Ou talvez você não tenha percebido.",歐，我的寶貝，妳難道沒有好奇過為什麼妳所清理的地點之間的關聯嗎？{wc}還是妳可能還沒察覺到蹊蹺？
SAY.Final.146.Miss,,"If only you did a little bit of research, though your naivety is one of your most charming points.","Se talvez você tivesse pesquisado um pouco, embora sua ingenuidade seja uma das suas características mais encantadoras.",唉，如果妳當初多做點功課～不過不管如何妳的天真讓你的可愛度大大地加分呦～
SAY.Final.105.Ellie,,"I... Don’t harm me, please. I’m going. I’m leaving. I’m quitting.","Eu... Não me machuque, por favor. Eu estou indo. Estou indo embora. Estou me demitindo.",拜......拜託不要傷害我。我要走了，我真的要走了，我不要繼續上班了。我要使用喬斯達的大絕招—Nigerundayo～
SAY.Final.106.Miss,,...And where would you go? At least we’re helping our world here.,...E para onde você iria? Pelo menos estamos ajudando nosso mundo aqui.,哈！真可笑～妳終究要逃去哪呢？喬斯達也救不了妳啊！至少我所做的是必要之惡！
SAY.Final.150.Miss,,"Oh, Ellie, wherever you go, there’s going to be terrible people, corrupt ones that would throw you away without a single thought.{wc}But I wouldn’t.{wc}And think about it. All we’re doing is cleaning the world, one mistake at a time.","Ah, Ellie, aonde quer que você vá, verá pessoas terríveis, corrompidas, que se livrariam de você sem pensar duas vezes.{wc}Mas eu não faria isso.{wc}E pense nisso. Tudo o que estamos fazendo é limpar o mundo, um erro de cada vez.",即使妳逃到天涯海角還是會有妳眼中的惡人，特別是下三爛的那種，會把妳當垃圾丟在一旁蹂躪。{wc}但我不會。{wc}往好處想，我們所做的是，雖然不是最為正義的，但我們也是想辦法把這骯髒的事件一點一滴的收拾乾淨，一次「清除」一項錯誤。
SAY.Final.107.Ellie,,You mean one corpse at a time.,Você quer dizer um corpo de cada vez.,妳是指一次處理一具屍體？
SAY.Final.108.Miss,,"Hahaha, sure, that works too.{wc}And yet we’re never going to run out of these corpses. In the end, the immoral acts of humanity will drown us all.","Hahaha, claro, pode ser, também.{wc}E, ainda assim, nunca será o suficiente. No fim, os atos imorais da humanidade afogarão todos nós.",哈哈，這樣說也是對的啊～{wc}更好的是，骯髒的人性使我們有清不完的屍體，即使把這世界上所有屍體清理完畢，我敢說每秒又有多好幾具屍體要清理啊～
SAY.Final.109.Ellie,,"...No, you’re the one committing those immoral acts. A lot of people do good in this world without needing to resort to crime.{wc}We can fix everything without having to go through this.","...Não, é você quem está cometendo atos imorais. Muitas pessoas fazem o bem neste mundo sem precisar recorrer ao crime.{wc}Nós podemos consertar tudo sem precisarmos passar por isso.",可是，妳才是這社會如此骯髒，下三爛的源頭啊！這世界即使如此黑暗，但還是有許多人試圖合法地讓這個世界至少變乾淨一些。{wc}即使現在事情變得如此糟糕的地步，我們也可以嘗試盡我們所能修好這個爛攤子，妳的爛攤子。
SAY.Final.111.Miss,,Have you ever truly believed that whatever ‘good’ is defined as could outweigh human nature?,"Você realmente acredita que o ""bem"", seja lá o seu significado, pode superar a natureza humana?",妳真正有想過「正義」真的能夠支配人的本性嗎？旬子曰：「人性本惡」就是這個道理。難道妳從來都沒有過骯髒齷齪的思想嗎？
SAY.Final.112.Miss,,"Tell me you’ve never thought twice about being spit at for having this job, even though it’s really the backbone of society. ","Diga-me que você nunca pensou duas vezes sobre ser menosprezada por ter esse emprego, mesmo com ele sendo a espinha dorsal da sociedade.",妳難道沒有想過這份工作即使被人們當街上的老鼠踐踏，它仍然是這社會的棟樑？
SAY.Final.113.Miss,,"And look around you, at the people littering in the streets, blatantly lying to each others’ faces just to get a promotion, or cheating on their lover ‘just for a night.’ What’s there to love about people like that?","E olhe a sua volta, para as pessoas poluindo as ruas, mentindo descaradamente apenas para conseguir uma promoção no trabalho, traindo seus cônjuges por ""apenas uma noite"". O que essas pessoas têm de bom?",看看妳的四周，為了「懶惰」而亂丟垃圾的人們；為了「名譽與利益」而阿諛奉承、甚至不惜說謊的人們；或是只為了「性慾」而為自己的愛人戴上綠帽？這些人到底有什麼值得被尊重的？
SAY.Final.155.Miss,,"Sure, a single action might not define one’s entire being.{wc}But tell me you’ve never wished you could be someone else, to take their place in this universe -- or even just a single one of their possessions. {wi}Tell me you’ve never dreamed of being on top of the world, of being better than everyone else.{wc}Tell me you’ve lived your life without an inkling of selfishness or immorality.{wi} Because you cannot -- all of that is human nature.{wc}And we’re here doing this job, seeing this truth: for every mistake we clean up, infinitely more occur.{wc}People believe they can wash away their mistakes, but do you really think there’s anything left to clean up in this disaster of a world? We might as well say there’s no point to it all.","Claro, uma pequena ação não pode definir uma pessoa por completo.{wc}Mas diga-me que você nunca desejou ser outra pessoa, tomar o lugar dela nesse universo – ou, pelo menos, ter alguma coisa que é dela. Diga-me que você nunca sonhou em estar no topo do mundo, em ser melhor do que todos.{wc}Diga-me que você viveu sua vida inteira sem demonstrar ter um pingo de egoísmo ou imoralidade. Porque você não pode... tudo isso faz parte da natureza humana.{wc}E nós estamos realizando esse trabalho, vendo esta verdade: para cada erro que eliminamos, inúmeros outros acontecem.{wc}As pessoas acreditam que podem se purificar de seus erros, mas você realmente pensa que existe algo para ser purificado nesse mundo horrível? Nós podemos dizer, também, que nada disso tem sentido.",當然，一個人的單一行動不會定意一個人的個性。{wc}但是妳難道沒有忌妒過他人，或至少他們手上的其中一樣物品？{wi}妳難道沒有妄想自己當上那支配整個世界的 1％？{wc}妳難道不曾有過自私或不道德的思想嗎？即使是「這還好啦沒有人會看到」的小事{wi}也再次驗證「人性本惡」的基本道理。{wc}而我們站在這裡，看清了事實：每一次我們改正了一個壞習慣，又有無數多個壞習慣以及心中的小惡魔佔領了妳的整個內心。{wc}有些人以為曾經的過錯事可以被洗白的，但妳真的覺得這糟糕的世界真的還有什麼是值得修正的嗎？我們可以直接說「改正過錯」是一點都不值得我們去花時間的。
SAY.Final.157.Miss,,"Really, the phrase ‘cleaning up’ is all a beautiful lie. For as long as humanity remains corrupt, our work will never be done.","Na verdade, a palavra ""purificando"" é uma linda mentira. Enquanto a humanidade permanecer corrompida, nosso trabalho nunca estará feito.",說實在話，依照德國物理學家克勞修斯所提出的熵，「清理」只是一個謊言，畢竟在全宇宙妳「清理」的再多也不會減少亂度啊！換句話說「清理」的工作會永遠做不完呢！
SAY.Final.161.Ellie,,"So why do you still do this? You know, if there’s ‘no point to it all’?","Então por que você continua fazendo tudo isso? Sabe, se nada disso tem sentido?",那為什麼妳還是會如此執著於「清理」這些東西呢？即使妳說清理「只是一個謊言」。
SAY.Final.160.Miss,,"Well, the world might be doomed, but I’m trying to make it at least relatively livable for the next generation.{wc}I target people in power, Ellie. People who do these things for fun, just for a short adrenaline boost and a flow of bloody cash.{wc}You know what that motel was used for? Storing the trafficked victims.{wc}And you know who used to live in that abandoned underground building? {wi}Children who were sold and raped and whose innocence was forcibly seized when their day came.{wc}And the guy I just killed was the ringleader of it all. So I’m getting rid of corrupt people like that, one by one.","Bem, o mundo pode estar condenado, mas eu estou tentando deixá-lo pelo menos habitável para a próxima geração.{wc}Meus alvos são pessoas poderosas, Ellie. Pessoas que fazem essas coisas por diversão, só por um pouco de adrenalina e um fluxo de grana manchada com sangue.{wc}Você sabe para quê usavam aquele hotel? Era o cativeiro com as vítimas do tráfico.{wc}E você sabe quem costumava morar naquela construção subterrânea? Crianças que eram vendidas e violadas, cuja inocência era brutalmente arrancada quando chegasse o dia.{wc}E o cara que acabei de matar era o líder de tudo isso. Então estou me livrando de pessoas corrompidas como ele, uma por uma.",這世界即使看起來已經病入膏肓，但我所作的是至少讓我們的下一代活的輕鬆點。{wc}我的目標主要是那些蔑視人命以換取自己利益或甚至是快感的人啊，艾莉。{wc}妳知道那棟汽車旅館是用來幹什麼的嗎？是用來存放人販受害者的地方。{wc}妳知道是誰曾經住在那荒廢的地下室嗎？{wi}那正式那些被販賣、性侵的兒童。等到時機一成熟，他們就將會被扣押到其他地方。{wc}我所做的是只是把引起這一切事情的萬惡之源一個一個處理掉而已。
SAY.Final.159.Ellie,,But you said all people were corrupt. Not everyone's like that.,Mas você disse que todo mundo estava corrompido. Mas nem todos são assim.,可是妳說所有人都是被受污染的，但我不這麼認為。
SAY.Final.163.Miss,,"We are, just to different degrees. And that includes you and I. Yet we’re still going to be the last ones here in a sea of chaos, cleaning up behind everyone else, for the future.{wc}There’s a sense of peace in staying back behind them all, in watching like we’re binging our favorite shows as they all take the same immoral paths and end up paying the price for it some way or another -- {wc}-- a price that sometimes we have to be the ones to dole out.{wc}But not everyone is in such a huge position of power, and some of us make better choices than others.","Somos todos corrompidos, mas em diferentes níveis. E isso inclui você e eu. Ainda assim, nós seremos as últimas que sobrarão nesse mar de caos, limpando e purificando o futuro.{wc}Há uma certa paz em ficar para trás deles, em vê-los seguir os mesmos caminhos imorais, como se estivéssemos maratonando nossa série favorita, e vê-los pagando por isso, de uma forma ou de outra...{wc} ...um preço que, às vezes, nós que acabamos tendo que cobrar.{wc}Mas nem todos estão numa posição de poder, e alguns de nós sabem fazer escolhas melhor que outros.",我們也是被污染的一員，只是被受污染的程度有所不同而已。儘管如此我們也將會是最後一個想辦法在這一連串混亂中掙扎的人，默默的幫其他人清理他們的爛攤子，也為了未來的全人類著想。{wc}就像是我們在看一部電影的壞人付出代價時，心裡總是會浮現一層和平的感覺—{wc}而我們有時也得當這些電影的主角，讓這些壞人為了他們自己所作的不道德的事情付出代價。{wc}不過不是所有人都有能力做這些事，也不是所有人都能做出好的決定。
SAY.Final.164.Miss,,"In the end, it’s all about making life a little more tolerable for the next generation.","No fim, é tudo sobre deixar a vida um pouco mais tolerável para a próxima geração.",所以最後我們應該做的是讓下一代的生活稍微好一些。
SAY.Final.166.Miss,,"Okay, no more fussing around now, I’d like to finish up so I can go back to sleep. Are you helping me clean today or not?","Certo, chega de enrolação, eu gostaria de terminar aqui para poder ir para casa e dormir. Você vai me ajudar ou não?",好吧我不要再繼續碎唸了，我也希望我們趕快把事情處理完成回老家睡覺。妳要跟我一起清理犯罪現場嗎？
MENU.Final.218,,I don't really want to.,Eu realmente não quero.,我真的不太想
MENU.Final.219,,...Let's partner up.,...Vamos ser parceiras.,我們一起合作吧！
MENU.Final.238,,Do I even have a choice?,E por acaso tenho escolha?,我難道還有選擇嗎？
SAY.Final.169.Ellie,,"...No, I don’t really want to. Actually, I want to quit.","...Não, eu realmente não quero. Na verdade, eu quero me demitir.",不，我真的不太想。說實在話我想要退出我現在的工作！
SAY.Final.176.Ellie,,"Humanity isn’t all that bad. And you’re... kind of creeping me out, Miss...","A humanidade não é tão ruim assim. E você está... meio que me assustando, Dona...",......人性並沒有像妳所說的這麼糟糕，加上妳這個樣子真的有點嚇人啊小姐.....
SAY.Final.173.Miss,,"‘Humanity isn’t all that bad’? Think about yourself for a second, from the clothes you wear that were probably manufactured in a sweatshop to the way countless poor little animals went into making your cosmetics.{wc}Look at the accidents you see on the street, at the signs telling you not to feed animals or touch a relic yet people do so anyway.{wc}And I hate to bring this up, but if anything, global warming and the incompetence of humanity go hand in hand.{wc}So if you truly believe humanity ‘isn’t all that bad,’ then there wouldn't be so many unfixable problems in our world. But at the heart of it all, we’re just a corrupted species.","""A humanidade não é tão ruim assim""? Olhe para o espelho, desde as suas roupas, as quais devem ter sido fabricadas com exploração, até as suas maquiagens, que devem conter vários ingredientes provenientes de pobres animais.{wc}Olhe para os acidentes nas estradas, as placas dizendo para não alimentar os animais ou tocar em certas relíquias, mas, de qualquer forma, as pessoas persistem no erro.{wc}E eu odeio ter que falar disso, mas o aquecimento global anda de mãos dadas com a incompetência humana.{wc}Se você acredita que a humanidade não é tão ruim assim, não deveriam existir tantos problemas incorrigíveis no nosso mundo. Mas a verdade é esta: somos apenas uma espécie corrompida.",「人性並沒有像妳所說的這麼糟糕」？妳再想想看吧！妳身上漂亮的衣服以及各式各樣亮麗的裝飾品大概是用可憐的動物當材料，再經過血汗工廠的製造才到妳身上的。{wc}妳再看看那些酒駕交通事故的清單、又看看那些明明牌子上寫「禁止餵食」的標誌但偏要餵食動物的人們。{wc}我也討厭提到這些，但人性缺陷就是全球暖化的主因。{wc}所以妳真的認為「人性並沒有像妳所說的這麼糟糕」，那這世界就不是像我們現在所看到的醜陋。人類這種生物終究是生來犯錯的。
SAY.Final.174.Miss,,"That being said, you know you can’t escape, right? You’re a criminal. You helped cover up so many crimes--","Dito isso, você sabe que não pode escapar, certo? Você é uma criminosa. Você ajudou a encobrir muitos crimes...",這麼說的話，妳也逃不了吧？妳也跟我一樣是罪犯，畢竟妳是幫我復原犯案現場的最佳共犯呢！
SAY.Final.170.Ellie,,I didn’t know it was illegal! I thought-- I thought-- it was just... being a cute girl dressing in a maid costume?{wi} That it was ... cool?,Eu não sabia que estava fazendo coisas ilegais! Eu pensei– eu pensei– estar apenas... sendo uma garota fofa com um traje de faxineira.{wi} Achei que era ... legal?,我當時不知道這是非法的！我認為—我以為—這{wi}只是當個可愛的女僕而已啊！
SAY.Final.179.Miss,,"Haha, I’ll never get over how cute you are.{wc}Ellie, you signed a contract when you first joined. Did you ever read it? You get to stay with me forever!","Haha, nunca vou superar o quão fofa você é.{wc}Ellie, você assinou um contrato quando aceitou o trabalho. Você sequer o leu? Você terá que ficar comigo para sempre!",哈哈，我總是受不了這麼可愛的妳。{wc}艾莉，還記得當初妳加入時簽名的員工契約嗎？妳真的有仔細閱讀嗎？上面說妳將跟我一起待到永遠！
